Main;;;;;;;Main;;;;;AMD, Avvikande mjölk, Status;;Medelflöden (kg/min);;;;Blod (ppm);;;;Konduktivitet (mS/cm);;;;Diverse;;;Toppflöden (kg/min);;;;Mjölkmängder (kg);;;
Starttid;Djurnr;Grupp;MS/MP;Åtgärd;Mjölkningstid (mm:ss);Mjölkmängd (kg);Mjölkningsnummer;OCC(*1000 celler/ml);Avspark;Ofullständig;Spenar hittas ej;Juver;Spene;VF;HF;VB;HB;VF;HF;VB;HB;VF;HF;VB;HB;Användare;Mjölkdestination;Orsak till mjölkavskiljning;VF;HF;VB;HB;VF;HF;VB;HB
2020-11-08 04:39;62;VMS 1;VMS2;Mjölkning;06:21;10,73;1;20;;;;0;;;0,78;1,14;1,26;;0;0;0;;4,10;4,21;4,05;;Mjölktank;;;1,26;1,80;2,22;;2,79;3,76;4,18
2020-11-08 04:42;95;VMS 1;VMS 1;Mjölkning;05:22;8,70;1;65;;;;0;;0,84;0,78;0,84;0,84;0;0;0;0;4,26;4,23;4,24;4,22;;Mjölktank;;1,32;1,26;1,26;1,26;1,99;2,06;2,21;2,44
2020-11-08 04:46;25;VMS 1;VMS2;Mjölkning;07:19;14,34;1;77;;;;0;;1,20;;1,02;1,38;0;;0;0;4,59;;4,54;4,93;;Mjölktank;;1,74;;1,50;1,98;3,38;;5,22;5,74
2020-11-08 04:49;123;VMS 1;VMS 1;Mjölkning;06:56;12,85;1;28;;;;0;;0,60;0,78;1,02;1,38;0;0;0;0;5,46;5,44;5,38;5,49;;Mjölktank;;0,96;1,14;1,56;1,80;2,23;2,59;4,45;3,58
2020-11-08 04:54;82;VMS 1;VMS2;Mjölkning;08:14;11,95;1;111;VB;;;0;;0,66;0,54;0,78;0,78;0;0;0;0;4,59;4,77;4,61;4,65;;Mjölktank;;0,96;0,90;1,44;1,14;2,40;2,09;3,99;3,47
2020-11-08 04:58;38;VMS 1;VMS 1;Mjölkning;06:03;10,74;1;11;;;;0;;0,84;;1,08;1,14;347;;0;0;4,25;;4,18;4,29;;Mjölktank;;1,26;;1,56;1,68;1,92;;4,55;4,27
2020-11-08 05:05;19;VMS 1;VMS 1;Mjölkning;06:40;9,82;2;94;;;;0;;0,72;0,78;0,66;0,66;0;0;0;0;4,66;4,97;4,71;4,56;;Mjölktank;;1,32;1,08;1,08;1,02;1,94;2,17;2,61;3,10
2020-11-08 05:12;15;VMS 1;VMS2;Mjölkning;12:46;15,24;1;140;;;;0;;0,72;0,78;0,48;0,66;0;0;0;0;4,66;4,64;4,61;4,65;;Mjölktank;;1,08;1,20;0,84;1,08;3,74;3,23;4,14;4,13
2020-11-08 05:15;63;VMS 1;VMS 1;Mjölkning;04:30;7,41;1;128;;;;0;;0,54;1,02;0,84;1,20;0;0;0;0;5,06;5,16;5,05;5,30;;Mjölktank;;1,26;1,56;1,26;1,74;0,90;1,74;1,95;2,82
2020-11-08 05:27;97;VMS 1;VMS 1;Mjölkning;06:28;12,29;1;22;HF,VB,HB;;;0;;;1,14;1,08;0,78;;0;0;0;;5,03;4,78;4,89;;Mjölktank;;;1,92;1,56;1,62;;4,48;4,79;3,02
2020-11-08 05:31;128;VMS 1;VMS2;Mjölkning;07:13;6,23;1;62;;;;1;;0,90;;0,84;0,60;0;;0;0;4,25;;4,95;4,65;;Mjölktank;;1,26;;1,14;0,96;2,99;;1,88;1,36
2020-11-08 05:47;7;VMS 1;VMS2;Mjölkning;04:55;9,74;1;100;;;;0;;1,14;0,84;1,32;1,38;0;0;0;0;4,06;4,10;4,07;4,45;;Mjölktank;;1,62;1,50;2,04;1,98;2,06;1,60;2,92;3,16
2020-11-08 05:50;83;VMS 1;VMS 1;Mjölkning;04:20;7,49;1;88;;;;0;;0,90;0,90;1,26;1,14;0;0;0;0;4,26;4,42;4,05;4,49;;Mjölktank;;1,26;1,20;1,80;1,68;1,88;1,83;2,09;1,69
2020-11-08 06:00;74;VMS 1;VMS2;Mjölkning;05:52;13,97;1;580;;;;1;;0,96;1,02;1,38;1,62;0;0;0;0;4,86;4,37;4,27;4,51;;Mjölktank;;1,32;1,44;2,10;2,22;1,58;2,80;4,76;4,83
2020-11-08 06:03;24;VMS 1;VMS 1;Mjölkning;07:07;9,26;2;97;;;;0;;0,54;0,78;0,72;0,66;0;0;0;0;4,33;4,29;4,32;4,29;;Mjölktank;;1,02;1,14;1,14;1,08;2,18;1,99;2,68;2,41
2020-11-08 06:09;55;VMS 1;VMS2;Mjölkning;07:55;14,16;1;154;;;;0;;1,08;1,02;0,84;0,90;0;0;0;0;4,32;4,44;4,34;4,38;;Mjölktank;;1,44;1,44;1,20;1,32;3,26;3,48;3,78;3,64
2020-11-08 06:21;41;VMS 1;VMS 1;Mjölkning;08:05;12,13;1;31;;;;0;VF;0,72;0,66;1,20;0,78;0;0;0;0;5,53;4,76;5,32;4,82;;Mjölktank;;1,14;1,02;1,68;1,14;1,80;2,76;3,82;3,75
2020-11-08 06:28;12;VMS 1;VMS2;Mjölkning;04:30;8,61;1;77;;;;0;;0,36;1,32;1,38;1,20;0;0;0;0;4,32;4,51;4,61;4,38;;Mjölktank;;0,90;1,86;1,80;1,74;0,64;1,66;3,39;2,92
2020-11-08 06:37;28;VMS 1;VMS 1;Mjölkning;12:27;15,65;1;14;;;;0;;0,54;0,48;0,48;0,48;0;0;0;0;4,39;4,43;4,45;4,49;;Mjölktank;;0,84;0,84;0,78;0,96;3,60;3,81;4,34;3,90
2020-11-08 06:41;2;VMS 1;VMS2;Mjölkning;07:39;11,56;2;80;;;;0;;0,72;0,72;0,90;0,66;0;0;0;0;4,79;4,71;4,88;4,65;;Mjölktank;;1,08;1,08;1,26;1,14;2,26;2,43;4,30;2,57
2020-11-08 06:50;23;VMS 1;VMS2;Mjölkning;07:54;13,02;1;234;;;;0;;0,78;0,78;0,66;0,60;0;0;0;0;4,52;4,57;4,47;4,52;;Mjölktank;;1,14;1,20;1,32;0,96;2,56;3,35;3,66;3,45
2020-11-08 06:50;0;VMS 1;VMS 1;Mjölkning;08:22;10,55;2;131;;;;0;;0,72;0,78;0,84;0,36;0;0;0;0;4,66;4,83;4,92;4,22;;Mjölktank;;1,02;1,14;1,14;0,60;3,08;2,87;3,81;0,79
2020-11-08 06:58;37;VMS 1;VMS2;Mjölkning;06:21;16,76;1;180;;;;0;;0,90;0,90;1,32;1,38;0;0;0;0;4,86;4,91;4,94;5,12;;Mjölktank;;1,20;1,32;1,80;2,22;2,40;2,77;5,85;5,74
2020-11-08 06:59;18;VMS 1;VMS 1;Mjölkning;06:44;7,63;1;311;;;;0;;0,84;0,60;0,60;0,24;0;0;0;0;4,05;4,36;4,11;3,89;;Mjölktank;;1,14;1,02;0,96;0,60;2,59;2,04;2,21;0,79
2020-11-08 07:06;61;VMS 1;VMS2;Mjölkning;09:37;11,24;1;37;;VB;VB;0;;0,90;0,84;0,00;0,72;0;0;0;0;4,66;4,78;0,00;4,72;;Mjölktank;;1,38;1,44;0,00;1,14;3,02;3,49;0,00;4,73
2020-11-08 07:07;42;VMS 1;VMS 1;Mjölkning;05:34;7,31;2;131;;;;0;;0,72;0,60;0,48;0,60;343;0;0;370;4,26;4,29;4,24;4,23;;Mjölktank;;1,26;0,96;0,96;1,08;2,03;1,71;1,47;2,10
